benchmark_scale,benchmark_directory,upstream_path,upstream_git_blob,source_sha256,selection_reason,canonical_profile,canonical_status,canonical_error,canonical_sha256,qubits,gates_1q,gates_2q,strict_paired,pairing_reason,fidelity_paired,M1__fidelity,M1__log_fidelity,M1__transfers,M1__move_batches,M1__move_time_ms,M1__algorithm_time_s,M1__valid_over_N,M1__status,M1__terminal_status,M1__fidelity_ood,M1__seed_policy,M2__fidelity,M2__log_fidelity,M2__transfers,M2__move_batches,M2__move_time_ms,M2__algorithm_time_s,M2__valid_over_N,M2__status,M2__terminal_status,M2__fidelity_ood,M2__seed_policy,M3__fidelity,M3__log_fidelity,M3__transfers,M3__move_batches,M3__move_time_ms,M3__algorithm_time_s,M3__valid_over_N,M3__status,M3__terminal_status,M3__fidelity_ood,M3__seed_policy,M3__initial_placement_s,M3__problem_preparation_s,M3__native_search_s,M3__search_kernel_s,M3__return_match_s,M3__forecast_s,M3__result_commit_s,M3__routing_s,M4__fidelity,M4__log_fidelity,M4__transfers,M4__move_batches,M4__move_time_ms,M4__algorithm_time_s,M4__valid_over_N,M4__status,M4__terminal_status,M4__fidelity_ood,M4__seed_policy,M4__initial_placement_s,M4__problem_preparation_s,M4__native_search_s,M4__search_kernel_s,M4__return_match_s,M4__forecast_s,M4__result_commit_s,M4__routing_s
medium,hhl_n14,medium/hhl_n14/hhl_n14.qasm,ca09bd8bf09b3abd7a2e6fdca4420e6aca86b284,db9a67316219936e78f2dd60e72aa215cf048a80f21a323dabbdfc24f19e701e,preferred_named,qasmbench_standard_expand_v1,success,,dd9e53a9f4ebb7032d0b98967b10f2d9479d2ccdd4147c2f88ef44e2125ed4de,14,4769365,1042859,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,ising_n26,medium/ising_n26/ising_n26_transpiled.qasm,148ede7eb873954f61d2ed057fe106ab35b7f29d,287a5319fb10b7d1218da635ce02f9b43a70c7e2b0f2d886df56e342bcdf1442,preferred_transpiled,qasmbench_standard_expand_v1,success,,b960df631bd704b3e7ae5f3fb0d6343b49ba8a21ee246c51c43358a766ece670,26,227,50,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,knn_n25,medium/knn_n25/knn_n25_transpiled.qasm,c4ae4e2d79ea2e0504dd3e1aa5d2c04a9533fb46,9955abf5b9b78e8ecfab625f70bd6514f597e715df687bc81dc62943b216b4a8,preferred_transpiled,qasmbench_standard_expand_v1,success,,29f584606631fa6b774ef3de4fe013e03518034e7a635a2ceba8370bda3143d7,25,438,96,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,multiplier_n15,medium/multiplier_n15/multiplier_n15_transpiled.qasm,c6cf05716b4c59a8d57b6de16f8b47c27ebfe268,a3e57b1cfe8d709ac44043e42de135db06b34b91eb8652537d0d06b3dab13c3e,preferred_transpiled,qasmbench_standard_expand_v1,success,,3c81ddf2ea91e048655f60ba6cccea6f57dc7a58b5abf905b08279e908f87f81,15,782,222,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,multiply_n13,medium/multiply_n13/multiply_n13_transpiled.qasm,8eba40b2ceff5a44b7d3ed4f17e5d08aeba15a19,c20e2217781d666bdbf977851ad49665f6cc0f86a49610ea670e6eaf479d6374,preferred_transpiled,qasmbench_standard_expand_v1,success,,55dd04f79ab41ff7dab382120e0fc2a95332c8bf4c4fa34bfe3d5ee721f32ccd,13,156,40,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,qec9xz_n17,medium/qec9xz_n17/qec9xz_n17_transpiled.qasm,624adb8728a2baffceb4404b9521d913927c28d0,4442f2aa1a3e52fb94cd4f937d1e322a51555b1fe6143a1092337f4c6778a180,preferred_transpiled,qasmbench_standard_expand_v1,success,,c3822718a6af63ab8e93372e983d71fde643a5a2c1441dc8a11ce4fb51f9eceb,17,127,32,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,qf21_n15,medium/qf21_n15/qf21_n15_transpiled.qasm,0be0084dabd8aa91dd3663604d1e768116aecd91,e51ef79497a2ee918d1915b8dde6ec001d13ce77f78976b184b84a6997612770,preferred_transpiled,qasmbench_standard_expand_v1,success,,92a9d1bc911cc3702ab04670c06e161732b4e8f73a1df37481068870db57d6c0,15,474,115,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,qft_n18,medium/qft_n18/qft_n18_transpiled.qasm,6c70d587ed1ee03fbd43012aee63d55cf6caac60,f4a36ab424651f6507e981b78a4c72881050fa4e3892f69a1221a2e3ec7d04ea,preferred_transpiled,qasmbench_standard_expand_v1,success,,b291969679a5607a21a80016ae557e288a815be6184235480ea817e16d3970ee,18,1125,306,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,qram_n20,medium/qram_n20/qram_n20_transpiled.qasm,73521014fb4f69639f0c5520740cc65630a5693c,806729b9462b8b38d565ed4435545a82924e86aa0dc5c99dad268d3a05e2d130,preferred_transpiled,qasmbench_standard_expand_v1,success,,4e923159300faa119d65d3bc62387c806e93bb40b7b980eb67c5f3250926f8fb,20,482,136,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,sat_n11,medium/sat_n11/sat_n11_transpiled.qasm,6fd6b74f7880e81fc198d0531a6a0e74f666da3f,7b11d8355df8f3cc72c33e72be6ad806f192e1bea16a0fbdd55d16d1996e1d22,preferred_transpiled,qasmbench_standard_expand_v1,success,,2ff879dc30ebefacdf766caa8a17fec01b7dd3afdeaff6f459498d69a1b59b2d,11,983,252,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,seca_n11,medium/seca_n11/seca_n11_transpiled.qasm,c28ef272cd7f7967c0cbfad9b6847eac0d3dc025,28fcdf23731fa8e07f7c6c2d6f7b5b6bde1c438e0a63d7f5c8cc4b24111a9bbe,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: mid-circuit measurement before line 84,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
medium,square_root_n18,medium/square_root_n18/square_root_n18_transpiled.qasm,88643e2a0144544c58dbe8249a780741184fcc6a,c374828fce264c7c9e86cd8eba54a9df5cc698273786b5b130f4e9f26849f40e,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: reset at line 161,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
medium,swap_test_n25,medium/swap_test_n25/swap_test_n25_transpiled.qasm,8da390dddb8696546f3d37f9d4459312ef546dd9,7a191159f9fb2c05fe2dc898addd055a1d45a56a40cafabd17c01bc10457f8de,preferred_transpiled,qasmbench_standard_expand_v1,success,,6351060b9246b8ad7059d51d6977bb260ae2a8eb74a7b3371f6c26b5a3f4d859,25,462,96,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,vqe_n24,medium/vqe_n24/vqe_n24_transpiled.qasm,c332bfec64ccfad0e3600a928069b6a0162d39f6,af01a9aff64c740284d09d2dee23e2bc30a9cef3f4233c8c95baf313890a33cb,preferred_transpiled,qasmbench_standard_expand_v1,success,,5b5fc462ce6f34eb46d748d72216eddfe95e36a406582cb0165857dce6a9de95,24,3652809,1509904,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
medium,wstate_n27,medium/wstate_n27/wstate_n27_transpiled.qasm,dc7ac6b338dda25d00d744e5090f4336067c4a5d,011a216a8abb1674a9b3b0dbb8b9879011e5f7cb2129c0815eb4a68d7b6b7131,preferred_transpiled,qasmbench_standard_expand_v1,success,,1971ba5db2d3a97899864047efac00dfefb3dc356eb93cfe33565c6acf980380,27,261,52,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
