benchmark_scale,benchmark_directory,upstream_path,upstream_git_blob,source_sha256,selection_reason,canonical_profile,canonical_status,canonical_error,canonical_sha256,qubits,gates_1q,gates_2q,strict_paired,pairing_reason,fidelity_paired,M1__fidelity,M1__log_fidelity,M1__transfers,M1__move_batches,M1__move_time_ms,M1__algorithm_time_s,M1__valid_over_N,M1__status,M1__terminal_status,M1__fidelity_ood,M1__seed_policy,M2__fidelity,M2__log_fidelity,M2__transfers,M2__move_batches,M2__move_time_ms,M2__algorithm_time_s,M2__valid_over_N,M2__status,M2__terminal_status,M2__fidelity_ood,M2__seed_policy,M3__fidelity,M3__log_fidelity,M3__transfers,M3__move_batches,M3__move_time_ms,M3__algorithm_time_s,M3__valid_over_N,M3__status,M3__terminal_status,M3__fidelity_ood,M3__seed_policy,M3__initial_placement_s,M3__problem_preparation_s,M3__native_search_s,M3__search_kernel_s,M3__return_match_s,M3__forecast_s,M3__result_commit_s,M3__routing_s,M4__fidelity,M4__log_fidelity,M4__transfers,M4__move_batches,M4__move_time_ms,M4__algorithm_time_s,M4__valid_over_N,M4__status,M4__terminal_status,M4__fidelity_ood,M4__seed_policy,M4__initial_placement_s,M4__problem_preparation_s,M4__native_search_s,M4__search_kernel_s,M4__return_match_s,M4__forecast_s,M4__result_commit_s,M4__routing_s
small,inverseqft_n4,small/inverseqft_n4/inverseqft_n4_transpiled.qasm,e298fd470e619e93f9024ca39b8006be5f09da34,1c0f35ed2ed9e7ef8445b612466d4a844c5d63a2cc1bd6b48005f48479699222,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: conditional operation at line 25,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
small,ipea_n2,small/ipea_n2/ipea_n2_transpiled.qasm,5b1b03b3de03ea31fb35da654cba45e03a7b395b,7dd1aed81d67038f25ac66bd88326e257f48e9c935cd1f71777b241e95057089,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: reset at line 45,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
small,ising_n10,small/ising_n10/ising_n10_transpiled.qasm,3bea62c0034717a56e7123e46a625827b05dd2c0,198f03efa9d180c67608a16ff1b6ec2776b3560c55415012b2b16f0ed25a3097,preferred_transpiled,qasmbench_standard_expand_v1,success,,3f51a9d564329d40b348615b5a1bbf464ee31715fbdef6ce92dd5a3b45768104,10,505,90,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,iswap_n2,small/iswap_n2/iswap_n2_transpiled.qasm,d4f9c861a3c7cc439c58c7e919fca57e5b83ff1c,58c023c92814a77533214f7af2796d7efffd84498bf65e0ba0757ae07ce3309e,preferred_transpiled,qasmbench_standard_expand_v1,success,,d36cb188edb866a8f755d60e8d4b1b0004965ebd8e4bcc796920ed6e888e8924,2,16,2,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,linearsolver_n3,small/linearsolver_n3/linearsolver_n3_transpiled.qasm,21be8c17ac2a953c59d43c348edf1eedec9f8e99,48e9044b9786935163e660e2bf3de4efe6d20aa8e09ded82c8f44a369b682b19,preferred_transpiled,qasmbench_standard_expand_v1,success,,062b83e5cf9cca4323e6e38a0593f61f3311f7990685caa0b35ee10cb68d7e68,3,30,4,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,lpn_n5,small/lpn_n5/lpn_n5_transpiled.qasm,8e88a12ff35006cc5674115067de8ddf1f2ed6ee,430639ac626f16338e9f43204330bd6cb66ab690387a3c25a6a361626e12a481,preferred_transpiled,qasmbench_standard_expand_v1,success,,44110172109fea6b01a966646cbd3c771abe9773036206bfff14e27385facd6b,5,19,2,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,pea_n5,small/pea_n5/pea_n5_transpiled.qasm,090cb4cc76cba9239ee424e988df3bfa896753e0,d5df4a640152507088d5a4016c52967f45429e944add417d0549071e938d9cf4,preferred_transpiled,qasmbench_standard_expand_v1,success,,0437cf4aa1eefddcc58cac6ee3de2b479b39ba572fb38fd1cf5a86f8cdc65d5c,5,150,42,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qaoa_n3,small/qaoa_n3/qaoa_n3_transpiled.qasm,e673fb18d97d295f4a2c71c9b1842f010fa33cf0,478c75c52bebbe673e522c7864f711bb97278afe65bd48ca9aa6c004f095e12e,preferred_transpiled,qasmbench_standard_expand_v1,success,,9deeab0eb8513266bd177e4d6b5c928680763e4cf79078813ba1b945592cbfe2,3,38,6,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qaoa_n6,small/qaoa_n6/qaoa_n6_transpiled.qasm,15cd46e5b33a419e2819a4fb79d0f66e4bf75e4a,e795dba6156e9af523b9949ad07a688c3993924e9f0003e18019b30a350a9e6a,preferred_transpiled,qasmbench_standard_expand_v1,success,,f8081da8c0b803885a5bcabf463f493596475e138bed5bf0a09400756769a3a3,6,432,54,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qec_en_n5,small/qec_en_n5/qec_en_n5_transpiled.qasm,3e59c57b15f546ba49ca0ba5753666fee3c587f9,c2eeb8414f11607e5932dab2580104f75bcc491c4fd879116c8a70c29e811d9a,preferred_transpiled,qasmbench_standard_expand_v1,success,,639c95522510bd9e81aacd9743dc6b8442895b19161919c055f31a1b01c43784,5,56,10,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qec_sm_n5,small/qec_sm_n5/qec_sm_n5_transpiled.qasm,1a34d13353c3b000ac5f18389216911ee8ca6d2e,30786cb34bf64ab4bd47c5a3a7f5f25c96c2ebf2e43f506ea15765670f2188e7,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: conditional operation at line 15,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
small,qft_n4,small/qft_n4/qft_n4_transpiled.qasm,236c332c5f541000e6fa15f1491cbdde90b44e21,8a32fe47012dab453525a78daaa0648981a1f6092c5e29244e99f9fe77cecbf6,preferred_transpiled,qasmbench_standard_expand_v1,success,,9218874bc8384fb618ff0d27ab522eb87464d040d7bccbfc3e431943b91d8087,4,56,12,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qpe_n9,small/qpe_n9/qpe_n9_transpiled.qasm,9dfb7821ee626c1f17c4adc8fad67dbd1aae3ca1,ad9e7c036d7aa45aeb7b56d69ce4a3ec291e9024c174c9fb9e9fd8e41a478bdc,preferred_transpiled,qasmbench_standard_expand_v1,success,,78f9a099ad019e84ff1501661d07dbfed203775adc0bae883786b02402a877f2,9,196,43,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,qrng_n4,small/qrng_n4/qrng_n4_transpiled.qasm,b4717a49bf4a44f05d95ac9adcb24b951e27d9a0,6301e9b06cb230021bcfc2319b4e5b520dae33096b3f097498a011a4d0e35687,preferred_transpiled,qasmbench_standard_expand_v1,success,,d0359cda829a3d0bb86f7caa94ad1112a9f5df683d3e63a99e9eb1325a294ae4,4,12,0,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,quantumwalks_n2,small/quantumwalks_n2/quantumwalks_n2_transpiled.qasm,b8e2e9b6071a95048913152bdd3bddfa6c95f0f8,91457bbe55755cd4b70471842764a9c6758d6c485d8875ac5dcd8d024937601e,preferred_transpiled,qasmbench_standard_expand_v1,success,,ef5eadf6f08622574775b7319045683108b149e56599e81ca7ff4f8c1b22edb0,2,41,3,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,sat_n7,small/sat_n7/sat_n7.qasm,e6bd9fdd0366babd891c6d7daaeb8774efe58bcf,8b1f5b293141114e9f550d05fa04958f88f819e7d7aa7b1ef691c6158b0bd926,preferred_named,qasmbench_standard_expand_v1,success,,ce0b8a7575e0a803720d0fe4da6fd2be0dc5c6cdb7133ec50a2d14e5d774dcb7,7,240,60,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,shor_n5,small/shor_n5/shor_n5_transpiled.qasm,0545df63a1799427d3eccd84b52bb2b1abcd1ac7,f1676a59d441e54edb5b8d74be75950cde7e15c243894f4efef314d8c9a41adb,preferred_transpiled,qasmbench_standard_expand_v1,canonical_error,QASMBenchCanonicalError: reset at line 7,,,,,False,canonical_error,False,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,,,,,,,,0/1,canonical_error,canonical_error,False,not_applicable,,,,,,,,
small,simon_n6,small/simon_n6/simon_n6_transpiled.qasm,930708fedbeb1e5c935211a6e82555ea2d9a8175,d5103bb8acd49d96d2574dfc19c9d3e889215bd3a4f6fd7d923716d3e91dd2c4,preferred_transpiled,qasmbench_standard_expand_v1,success,,8a48511249a52eb50c36e0b4c07c2fd0dbce1893e9c6f9d92e4a2425de2ee63a,6,70,14,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,teleportation_n3,small/teleportation_n3/teleportation_n3_transpiled.qasm,5e930a1248ae332650babf6312bc668a8f2d2d92,4c6fcef17dd0a70c8e4d48cc49c859eaefd62d49087714564006e1e4ad4476fe,preferred_transpiled,qasmbench_standard_expand_v1,success,,662f07eadd62ef1978b142086e84399ade61388a953667911bb3cd53e0f8e2bc,3,14,2,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,toffoli_n3,small/toffoli_n3/toffoli_n3_transpiled.qasm,0d5b575b427db91f6b54f1e71788e9d2d1065f48,edfc4410b4010baa5b66012f99e269b73658b332d2018bf6a588f122e9aeb949,preferred_transpiled,qasmbench_standard_expand_v1,success,,7bef5d828b37dfa597870921a771db61ff9236779ad08344d5d7c6c80a741839,3,27,6,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,variational_n4,small/variational_n4/variational_n4_transpiled.qasm,7edbec6224f4d6b16c1ff39293ffbdfbf481f028,b0d59e0a726764fef5f930309526065b76ceee0ddf0952de6436e2e16a766ac2,preferred_transpiled,qasmbench_standard_expand_v1,success,,399db02b8b74cdfdb05d0c1d62d9b8529aecbf9bfdaafa378e38cb64ce6c6ca7,4,74,16,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,vqe_n4,small/vqe_n4/vqe_n4_transpiled.qasm,c8b452c2e2e4b3cceb77e4fa7386fd58e132ef9b,9ec9cebd7bed41b41d48303baf1c59d5cce2583247d4a733482ff635deed78ae,preferred_transpiled,qasmbench_standard_expand_v1,success,,ead78da2f8c2cc2e54ee6a7604efceed829e3e5cf454ce6a65d1867544718244,4,82,9,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
small,vqe_uccsd_n4,small/vqe_uccsd_n4/vqe_uccsd_n4_transpiled.qasm,c96b87b13db68479b05b23d568afc45115901f53,962350544691de824c1c494382acc2cc047d0e5e7bc2c31679f19fa56b53ba82,preferred_transpiled,qasmbench_standard_expand_v1,success,,b66320bec4ef2a6f00679334eda641b315757da8503eb6766ae8a468f9532497,4,326,88,False,"invalid_or_missing:M1,M2,M3,M4",False,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,seed0,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,,,,,,,,0/1,incomplete,missing,False,interim_seed0,,,,,,,,
